FID,SHAPE,MERKMAL,SUBMERKMAL,SE_SDO_ROWID,SE_ANNO_CAD_DATA
RADWEGEOGD.16059904,"LINESTRING (16.34688376813644 48.2027852266035, 16.346886003839174 48.20292472868536, 16.34690673138755 48.202971797061984, 16.346948156701558 48.2029884035563, 16.34701442857166 48.20299947686015, 16.347188391224627 48.20300776085006, 16.34725880428274 48.20300775400762, 16.34731148960761 48.20302296532902, 16.34732508353436 48.20305204795761, 16.34732509750986 48.20311573769297, 16.34727438162554 48.20386425438914, 16.34727301955021 48.2042802971784)",Radroute,"Radroute (beschilderte Route, Radverkehr wird im Mischverkehr geführt)",16059904,
RADWEGEOGD.16059905,"LINESTRING (16.482429669432047 48.200987262065105, 16.484092111003623 48.20242881016604)",Getrennte Führung,Verkehrsberuhigte Bereiche,16059905,
RADWEGEOGD.16059906,"LINESTRING (16.49627150732026 48.22506139799943, 16.496502634248973 48.225573946243316, 16.498490075460648 48.23005306259352, 16.499726881521802 48.232854912278555, 16.499828680462947 48.233140056753236, 16.499892031233042 48.233377340461836, 16.499884504825598 48.23356654888491, 16.499830422149454 48.23371956328371, 16.49974836369042 48.233837787053126, 16.499633344754642 48.23392839475993, 16.499463064551023 48.2339546900189)",Getrennte Führung,Verkehrsberuhigte Bereiche,16059906,
RADWEGEOGD.16059907,"LINESTRING (16.37701805054924 48.18784083605444, 16.376973107506757 48.18782853136453)",Getrennte Führung,baulicher Radweg,16059907,
RADWEGEOGD.16059908,"LINESTRING (16.307913467975357 48.25022803170277, 16.30824124041109 48.250033293664536, 16.30894503142432 48.249603842771485, 16.309118746324376 48.24950128116935)",Radroute,"Radroute (beschilderte Route, Radverkehr wird im Mischverkehr geführt)",16059908,
RADWEGEOGD.16059909,"LINESTRING (16.4103658194184 48.244809880737634, 16.410350018551096 48.24477672432149)",Getrennte Führung,baulicher Radweg,16059909,
RADWEGEOGD.16059910,"LINESTRING (16.281123437830644 48.168332232609245, 16.281139498147088 48.16833709663242, 16.281174214857604 48.16839592900324)",Markierte Anlagen,Radfahrerüberfahrt,16059910,
RADWEGEOGD.16059911,"LINESTRING (16.391740173910044 48.21738803739148, 16.391763954351774 48.21735296152824, 16.39178288114525 48.217309425446324, 16.391789023223314 48.217265176106544, 16.391768691324327 48.21711750023502, 16.391760382573878 48.21708719730074)",Getrennte Führung,Radfahren in Fußgängerzonen,16059911,
RADWEGEOGD.16059912,"LINESTRING (16.275814873651086 48.16641131479624, 16.27569583331 48.166788303064905, 16.275621253392643 48.167024507372304, 16.275539753889078 48.167039681063386, 16.275457528234863 48.167054980219234, 16.27543818613732 48.16708644636989)",Radroute,"Radroute (beschilderte Route, Radverkehr wird im Mischverkehr geführt)",16059912,
RADWEGEOGD.16059913,"LINESTRING (16.338874865755407 48.21068417784229, 16.338869519150283 48.21059375161669)",Markierte Anlagen,Radfahrerüberfahrt,16059913,
RADWEGEOGD.16059914,"LINESTRING (16.384247217491637 48.208261475458784, 16.38404075222255 48.2083252425122, 16.38392588467376 48.20836071452616)",Markierte Anlagen,Radfahrerüberfahrt,16059914,
RADWEGEOGD.16059915,"LINESTRING (16.382875278259593 48.213078003644036, 16.382888803862063 48.21303667452034, 16.383001446991507 48.21254277763696, 16.382989015054935 48.21248492964749)",Getrennte Führung,baulicher Radweg,16059915,
RADWEGEOGD.16059916,"LINESTRING (16.378232857538578 48.231808926864446, 16.378486616554824 48.23148401025133, 16.3788188849636 48.23102765610374, 16.37910731241151 48.23062531220966, 16.379351891732764 48.23031404864658, 16.379395399970065 48.23025618836037, 16.379399680708204 48.23024073652761, 16.37939643874486 48.230227086159374, 16.37939760086047 48.23021652777184)",Getrennte Führung,baulicher Radweg,16059916,
RADWEGEOGD.16059917,"LINESTRING (16.406785939862676 48.187476196580775, 16.40670652399904 48.187525240425956, 16.405145185795472 48.188429683205534, 16.405070324064816 48.18845712148781, 16.404982129495686 48.18846107745564)",Getrennte Führung,baulicher Radweg,16059917,
RADWEGEOGD.16059918,"LINESTRING (16.379068581279107 48.18132653577363, 16.379166754591697 48.1812555964536, 16.379202587944075 48.18121907953064, 16.37921034943004 48.1811898846262, 16.37923832065838 48.181078816851446, 16.37927399781495 48.18085669788944)",Getrennte Führung,baulicher Radweg,16059918,
RADWEGEOGD.16059919,"LINESTRING (16.48771365230869 48.24983947579995, 16.488027149534492 48.24972527200257, 16.48838071460734 48.24959182296707, 16.48860907120473 48.24951025843456, 16.48887792534725 48.249408935713966, 16.489065760165293 48.24933973569634, 16.48924620824616 48.2492680810987, 16.489327248371637 48.249243349950845, 16.48938256293804 48.24924327620374)",Markierte Anlagen,Radfahren gegen die Einbahn,16059919,
RADWEGEOGD.16059920,"LINESTRING (16.354808278594913 48.23301588940514, 16.354892232837173 48.23297585621363)",Markierte Anlagen,Radfahrerüberfahrt,16059920,
RADWEGEOGD.16059921,"LINESTRING (16.350039530344127 48.21176071661621, 16.350021369914344 48.21177626801774, 16.349955066898165 48.21179377676668, 16.349785830664082 48.211811288826794, 16.34966368577369 48.21182062927221, 16.349663645414896 48.21182065625649)",Radroute,"Radroute (beschilderte Route, Radverkehr wird im Mischverkehr geführt)",16059921,
RADWEGEOGD.16059922,"LINESTRING (16.28083425805433 48.13563823562953, 16.280903961536836 48.13561257526273)",Markierte Anlagen,Radfahrerüberfahrt,16059922,
RADWEGEOGD.16059923,"LINESTRING (16.406821150332362 48.235325563572445, 16.407325355389144 48.2347962759047, 16.407748365063718 48.23435337074651, 16.40780233204937 48.234296266637266)",Getrennte Führung,Verkehrsberuhigte Bereiche,16059923,
RADWEGEOGD.16059924,"LINESTRING (16.49329908709745 48.17600163918584, 16.493603742992924 48.17578140948818, 16.49375843451952 48.1756794389582, 16.49403930962695 48.17554082731277, 16.494262840784074 48.17542532558055, 16.494480583912708 48.17529063083801, 16.49477277162356 48.175098240256126, 16.49499040366882 48.174932832803776, 16.495185130258115 48.17478281708673, 16.49552319318498 48.174578840731996, 16.495792479656508 48.174409519964236, 16.49591852235178 48.17432871141362, 16.496709194560932 48.17383227976089, 16.49774046648325 48.173185758095336, 16.499327139584693 48.17220429585357, 16.499840213769982 48.171875357757514, 16.50006937115922 48.17173295584848, 16.50024126655063 48.171632876520675, 16.50044191367386 48.1715519563839, 16.5006883777972 48.17143256915743, 16.500969160636284 48.171282420259615, 16.501163929902336 48.17115542593425, 16.501364414389656 48.17102075182405, 16.501484649789386 48.17092458501693, 16.501577322948513 48.17083665960813, 16.5017765514343 48.17065922372559, 16.502022932778864 48.17052063316956, 16.503890568238134 48.169392876020495, 16.504979042298938 48.1687346849884, 16.505236836432303 48.16858071925438, 16.50547176798598 48.16845749856144, 16.505729685924976 48.16834193268086, 16.505941717285662 48.168234105282195, 16.50617656936424 48.16808784256732, 16.506342636624616 48.16796856209493, 16.5065029244885 48.167837778597296, 16.5066976153857 48.16769925458234, 16.506886654776185 48.16758378831924, 16.507024169695548 48.16751062167376, 16.507196062991195 48.16741821209897, 16.50743099736254 48.1672988364788, 16.507751806039725 48.16711021005451, 16.50808397693994 48.16689084479656, 16.508347403442826 48.166706142673966, 16.5086423217632 48.166504116636155, 16.509066252376094 48.16626157000785, 16.50939253938672 48.166074693397576)",Getrennte Führung,Verkehrsberuhigte Bereiche,16059924,
RADWEGEOGD.16059925,"LINESTRING (16.33650142440617 48.22574584131816, 16.336499042145434 48.22574317935522, 16.336340077282856 48.225567516673166, 16.33607980848511 48.22527990710316, 16.336066793775895 48.22526552705847)",Markierte Anlagen,Radfahren gegen die Einbahn,16059925,
RADWEGEOGD.16059926,"LINESTRING (16.43994977030631 48.3049488370642, 16.439955559740223 48.30488568280173, 16.440049964450072 48.304490497831196, 16.440085016565337 48.304274075905234, 16.440133159424665 48.30413839051091, 16.440281417407224 48.30359366543675, 16.440313158086738 48.3034199363164, 16.440322556993213 48.30277986691523, 16.44029970814723 48.30207082315049, 16.44027253139422 48.30098346432838, 16.440232798999876 48.30046162562288)",Getrennte Führung,Verkehrsberuhigte Bereiche,16059926,
RADWEGEOGD.16059927,"LINESTRING (16.418040499617028 48.16338763173544, 16.418084961639142 48.163383705937676, 16.418181265866266 48.16330860650059)",Markierte Anlagen,Radfahrerüberfahrt,16059927,
RADWEGEOGD.16060298,"LINESTRING (16.398719915397624 48.18807850233009, 16.398597591466437 48.188119155299496, 16.397175957043682 48.18868821880131, 16.395837723231004 48.189238776252914, 16.395016217234687 48.189564664703745, 16.394833232837772 48.18964344896996, 16.394608740173116 48.189720086731306, 16.39452525053072 48.189783648244024)",Markierte Anlagen,Mehrzweckstreifen,16060298,
RADWEGEOGD.16060299,"LINESTRING (16.36763557168404 48.217300356656736, 16.367523094647286 48.21724750770297, 16.366912851894405 48.21696809367291, 16.366317341926788 48.21669653253816, 16.366256367195117 48.21664586310225, 16.366163154485303 48.216601749104775)",Getrennte Führung,baulicher Radweg,16060299,
RADWEGEOGD.16060300,"LINESTRING (16.383052994712237 48.16220837204509, 16.383047459106134 48.16218182623584, 16.383041612060214 48.162167511372886, 16.38303007966367 48.16213929526938, 16.38301769229153 48.16211690713969)",Radroute,"Radroute (beschilderte Route, Radverkehr wird im Mischverkehr geführt)",16060300,
RADWEGEOGD.16060301,"LINESTRING (16.369101533425596 48.2010471808969, 16.368878819984204 48.20109885661357, 16.36883683984589 48.20110692648953)",Markierte Anlagen,Radfahrerüberfahrt,16060301,
RADWEGEOGD.16060302,"LINESTRING (16.44787889318884 48.28167200470485, 16.448221595308098 48.28174939259557)",Radroute,"Radroute (beschilderte Route, Radverkehr wird im Mischverkehr geführt)",16060302,
RADWEGEOGD.16060303,"LINESTRING (16.356828069352847 48.27495992415939, 16.356496699743662 48.27532742249027, 16.355633695212 48.275990380029775)",Radroute,"Radroute (beschilderte Route, Radverkehr wird im Mischverkehr geführt)",16060303,
RADWEGEOGD.16060304,"LINESTRING (16.31513876426565 48.20157185902981, 16.315128861101595 48.20157683046068, 16.314010789000907 48.20213329083644)",Markierte Anlagen,Radfahren gegen die Einbahn,16060304,
RADWEGEOGD.16060305,"LINESTRING (16.422037614109552 48.150651867364964, 16.422038086647348 48.15066925099901, 16.42202602482654 48.150689350982624, 16.42200902776198 48.15070765600199, 16.421987991875934 48.150721764182144, 16.42197904939358 48.15072662723226)",Getrennte Führung,Verkehrsberuhigte Bereiche,16060305,
RADWEGEOGD.16060306,"LINESTRING (16.37406720903168 48.20135012851654, 16.37409941022453 48.20134435323067, 16.37412913127839 48.201332022723236, 16.374155783745667 48.20129968338193, 16.37425227461773 48.201130966131, 16.374252992813226 48.20106560339971, 16.374574880165 48.20050388933654, 16.37465004326408 48.20036700577036, 16.37467940439073 48.20030629187978, 16.3746767203576 48.20027905241033, 16.374667483723616 48.20026793093767)",Getrennte Führung,baulicher Radweg,16060306,
RADWEGEOGD.16060307,"LINESTRING (16.265412399097006 48.14346638804611, 16.265367732398854 48.14351577865705, 16.26515707123501 48.14358561662449, 16.264915371023214 48.14365390614088, 16.26379082864724 48.14400718009973, 16.262347688599988 48.14446489395275)",Markierte Anlagen,Radfahren gegen die Einbahn,16060307,
RADWEGEOGD.16060308,"LINESTRING (16.389969764008697 48.211009550659604, 16.38991510096043 48.21093738808299)",Markierte Anlagen,Radfahrerüberfahrt,16060308,
RADWEGEOGD.16060309,"LINESTRING (16.263627051521972 48.21654100938701, 16.263756751997764 48.21637413290472, 16.26410621845926 48.21594134918014, 16.26430088503598 48.215724969349, 16.264470521689283 48.21559517779333, 16.26465009196306 48.215482047498696, 16.264889488674527 48.21534896215657, 16.265039120631815 48.21526245946934, 16.265113998361993 48.21517923795933, 16.26518392957916 48.21506270265898, 16.265174082686006 48.21497276491551, 16.265134428334097 48.214816196395375, 16.2650448958006 48.21469623522938, 16.26494787359808 48.21456299544333, 16.26494565781126 48.21455977451881, 16.264783758045617 48.214324691782515, 16.26471411378856 48.21423471690584, 16.26469887521737 48.214219976639484, 16.26462453692031 48.2141480660696, 16.264529996058506 48.21404142025989, 16.26445538370982 48.21393479577535, 16.264448193786418 48.21391871151142, 16.26441067470866 48.2138348448227, 16.26435933624005 48.21376088896985)",Radroute,"Radroute (beschilderte Route, Radverkehr wird im Mischverkehr geführt)",16060309,
RADWEGEOGD.16060310,"LINESTRING (16.478193252036544 48.20988491238041, 16.478231210053885 48.20995853755038)",Markierte Anlagen,Radfahrerüberfahrt,16060310,
RADWEGEOGD.16060311,"LINESTRING (16.3235977347866 48.14430271600872, 16.32353990574286 48.14427531620367, 16.32345121777636 48.144273004234286, 16.32326296613943 48.14428715684395, 16.322955700822202 48.14428634881687, 16.32275401796634 48.14427484124074, 16.322564629149714 48.1442690724653)",Radroute,"Radroute (beschilderte Route, Radverkehr wird im Mischverkehr geführt)",16060311,
RADWEGEOGD.16060312,"LINESTRING (16.29070081869093 48.1923456670507, 16.290774499536397 48.19234505757617, 16.29083719735329 48.19233785171789, 16.291276127000348 48.192327906160514, 16.291449100481014 48.192323638677735, 16.29155721703209 48.19231933685743, 16.29164802188861 48.192316485148886, 16.291751799960934 48.19232085991013, 16.291842610802295 48.19232667749735, 16.29197882233264 48.19232528189247, 16.292251262508195 48.19231816447477, 16.29244585891175 48.19231967736462, 16.29302100197104 48.19230544200833, 16.293252353936936 48.192295411019956, 16.293652360267973 48.19228254608119, 16.29393776835152 48.19227253363756, 16.294229670419274 48.19226540966604, 16.294411293095163 48.19225969296687, 16.29495356152856 48.1922468749421, 16.295135198662024 48.19223970919885)",Markierte Anlagen,Mehrzweckstreifen,16060312,
RADWEGEOGD.16060313,"LINESTRING (16.32380508673482 48.24146223522509, 16.324277792047152 48.24109834181042, 16.324493910602662 48.240931963931175, 16.324867320190616 48.240617843984175, 16.324915377947978 48.2405774065593, 16.325069341674308 48.2404400513602, 16.325278539273434 48.24025341880466, 16.32538182214036 48.24014092441664, 16.32540076798635 48.24012278703583, 16.325425987403047 48.240104893046045, 16.325428666881937 48.24010298675065)",Radroute,"Radroute (beschilderte Route, Radverkehr wird im Mischverkehr geführt)",16060313,
RADWEGEOGD.16060297,"LINESTRING (16.309595693607477 48.21164196325851, 16.309592141133272 48.2116425110245, 16.30873771509345 48.21177419607677, 16.308453650027513 48.211817978945206)",Markierte Anlagen,Radfahren gegen die Einbahn,16060297,
RADWEGEOGD.16060669,"LINESTRING (16.36711670669996 48.2587481986657, 16.366844753237437 48.25879034152855, 16.366782920790715 48.2588086230522, 16.36670633977376 48.25882448033914, 16.366048526965365 48.25889533957754, 16.36578848177633 48.25892202669257, 16.365719801598612 48.2589306058628, 16.36535013189083 48.258962158505945, 16.36482540549905 48.25901294912974, 16.364657522146633 48.259021876199014, 16.364599163180596 48.2590157394244, 16.364545322412248 48.258997074116074)",Radroute,"Radroute (beschilderte Route, Radverkehr wird im Mischverkehr geführt)",16060669,
RADWEGEOGD.16060670,"LINESTRING (16.362163048526714 48.24799472754898, 16.36211876887 48.2478742388527)",Markierte Anlagen,Radfahrerüberfahrt,16060670,
RADWEGEOGD.16060671,"LINESTRING (16.345115038026037 48.18079981363615, 16.345030948822203 48.18077766993336, 16.344219214379322 48.180557630392286)",Getrennte Führung,getrennter Geh- und Radweg,16060671,
RADWEGEOGD.16060672,"LINESTRING (16.37846642252126 48.219458611254844, 16.37842295148823 48.219127750949426, 16.378370326560066 48.21872721496986)",Markierte Anlagen,Radfahren gegen die Einbahn,16060672,
RADWEGEOGD.16060673,"LINESTRING (16.48121064055623 48.2379669724103, 16.47995324045035 48.23771530631873, 16.479026898942287 48.23753650033078)",Markierte Anlagen,Mehrzweckstreifen,16060673,
RADWEGEOGD.16060674,"LINESTRING (16.418181265866266 48.16330860650059, 16.418212534977712 48.16327591168406, 16.418208859202682 48.16325535574547, 16.41821400665458 48.16322101584391, 16.41819052862168 48.163132278253194)",Getrennte Führung,baulicher Radweg,16060674,
RADWEGEOGD.16060675,"LINESTRING (16.44421800083015 48.23841206348798, 16.44422019426772 48.238418014877276, 16.444246299289286 48.23848901806441, 16.444387542410368 48.23881893296645, 16.444500597256635 48.23905984227994, 16.444721326601968 48.23947880365475, 16.444924430059352 48.23983743737249)",Markierte Anlagen,Radfahren gegen die Einbahn,16060675,
